Player Name,Player ID,NAME,COUNTRY,Full name,Playing role,Batting style,Bowling style
Ayaz Dadabhai,1442119,,,,,,
K Babu,1493444,,,,,,
RJ Bailey,8942,Rob Bailey,England,Robert John Bailey,nan,Right-hand bat,Right-arm offbreak
S Bangera,467814,Shailesh Bangera,Israel,Shailesh Bangera,nan,Right-hand bat,nan
JEF Beck,36291,John Beck,New Zealand,John Edward Francis Beck,nan,Left-hand bat,Slow left-arm orthodox
U Bhagwan,1387900,,,,,,
RL Bhudia,24773,Rajesh Bhudia,Kenya,Rajesh Lalji Bhudia,Bowler,Right-hand bat,Right-arm medium
Bilal Ahmad Mir,1493441,,,,,,
Bilal Asif,498875,Bilal Asif,Pakistan,Mohammad Bilal Asif,Allrounder,Right-hand bat,Right-arm offbreak
ML Bojang,1155628,Modou Bojang,Gambia,Modou Lamin Bojang,nan,nan,nan
RR Kulkarni,30151,Raju Kulkarni,India,Rajiv Ramesh Kulkarni,nan,Right-hand bat,Right-arm fast-medium
S Kushretha,1230623,,,,,,
HR Lance,45960,Tiger Lance,South Africa,Herbert Roy Lance,nan,Right-hand bat,Right-arm medium
RE Levi,46148,Richard Levi,South Africa,Richard Ernst Levi,Opening batsman,Right-hand bat,Right-arm medium
PJ Loader,16324,Peter Loader,England,Peter James Loader,nan,Right-hand bat,Right-arm fast
Luka Woods,1440985,,,,,,
Q McMillan,46216,Quintin McMillan,South Africa,Quintin McMillan,nan,Right-hand bat,Legbreak googly
EDAS McMorris,52512,Easton McMorris,West Indies,Easton Dudley Ashton St John McMorris,nan,Right-hand bat,Right-arm offbreak
Manan Bashir,1434631,,,,,,
P Manning,1197882,,,,,,
PNF Mansell,46170,Percy Mansell,South Africa,Percy Neville Frank Mansell,nan,Right-hand bat,Legbreak googly
Mansoor Safi,1486200,,,,,,
A Maregwede,55573,Alester Maregwede,Zimbabwe,Alester Maregwede,nan,Right-hand bat,nan
Junaid Mehmood,525145,Junaid Mehmood,Norway,Junaid Mehmood,nan,nan,nan
A Mene-Ejegi,1089929,Ayo Mene-Ejegi,Nigeria,Ayo Mene-Ejegi,nan,nan,nan
Milad Momend,1403368,,,,,,
LSM Miller,37719,Lawrie Miller,New Zealand,Lawrence Somerville Martin Miller,nan,Left-hand bat,nan
Mohamed Coulibaly,1345187,,,,,,
Mohammed Alamgir,1347282,,,,,,
Muhammad Amin,1283103,,,,,,
Muhammad Saqlain,1435143,,,,,,
BAG Murray,37734,Bruce Murray,New Zealand,Bruce Alexander Grenfell Murray,nan,Right-hand bat,Legbreak
N M'shangwe,392944,Natsai M'shangwe,Zimbabwe,Natsai M'shangwe,Bowler,Right-hand bat,Legbreak
A Mutreja,579109,Arjun Mutreja,Singapore,Arjun Mutreja,nan,Right-hand bat,Right-arm offbreak
Naeem Gull,515894,Naeem Gull,Swaziland,Naeem Gull,nan,nan,nan
Najeeb Tarakai,533953,Najeeb Tarakai,Afghanistan,Najeeb Tarakai,Opening batsman,Right-hand bat,Right-arm offbreak
B Namsrai,1400096,,,,,,
N Naranbaatar,1400097,,,,,,
Nazril Rahman,542375,Nazril Rahman,Malaysia,Nazril Rahman,nan,Right-hand bat,Right-arm medium
JJ Nyambo,1280680,,,,,,
G Onions,18389,Graham Onions,England,Graham Onions,Bowler,Right-hand bat,Right-arm medium-fast
Owais Ahmed,1200964,,,,,,
BH Pairaudeau,52669,Bruce Pairaudeau,West Indies,Bruce Hamilton Pairaudeau,nan,Right-hand bat,Legbreak googly
DK Pallekonda,1325916,,,,,,
IAR Peebles,18488,Ian Peebles,England,Ian Alexander Ross Peebles,nan,Right-hand bat,Legbreak googly
A Prashar,1380785,,,,,,
Pratis GC,1179855,,,,,,
C Pyle,1434279,,,,,,
Raees Ahmadzai,320284,Raees Ahmadzai,Afghanistan,Raees Khan Ahmadzai,Middle-order batsman,Right-hand bat,Right-arm offbreak
Rameez Khan,1437346,,,,,,
V Rathour,33120,Vikram Rathour,India,Vikram Rathour,nan,Right-hand bat,nan
AE Relf,19365,Albert Relf,England,Albert Edward Relf,nan,Right-hand bat,"Right-arm medium-fast, Right-arm offbreak"
DT Ring,7357,Doug Ring,Australia,Douglas Thomas Ring,nan,Right-hand bat,Legbreak googly
Rizwan Mahmood,303348,Rizwan Mahmood,Denmark,Rizwan Tariq Mahmood,nan,Right-hand bat,nan
Robiul Islam,227455,Robiul Islam,Bangladesh,SK Robiul Islam,Bowler,Right-hand bat,Right-arm fast-medium
D Robson,1400314,,,,,,
KTK Rodrigo,429281,Kaushal Rodrigo,Sri Lanka,Kodimarakkalage Tharindu Kaushal Rodrigo,nan,Right-hand bat,Right-arm offbreak
Rohit Kumar,1323424,,,,,,
Sachin Kumar,1328733,,,,,,
Sajid Ali,42610,Sajid Ali,Pakistan,Sajid Ali,nan,Right-hand bat,Right-arm medium
Samir Patel,346572,Sameer Patel,Lesotho,Sameer Patel,nan,nan,nan
IP Swaney,1179841,,,,,,
Shafiq Sharif,307638,Shafiq Sharif,Malaysia,Mohammad Shafiq Sharif,nan,Right-hand bat,nan
Shahid Afridi,1380679,,,,,,
Shahid Mahmood,1143531,Shahid Mahmood,Bahrain,Shahid Mahmood,nan,nan,nan
Shahnawaz Dahani,1203995,,,,,,
Shahzaib Hasan,370846,Shahzaib Hasan,Pakistan,Mohammad Shahzaib Hasan Khan,Opening batsman,Right-hand bat,Right-arm offbreak
PW Sherwell,47186,Percy Sherwell,South Africa,Percy William Sherwell,nan,Right-hand bat,nan
HB Shipley,962831,Henry Shipley,New Zealand,Henry Burton Shipley,nan,Right-hand bat,Right-arm medium-fast
CEW Silverwood,20193,Chris Silverwood,England,Christopher Eric Wilfred Silverwood,nan,Right-hand bat,Right-arm fast-medium
R Siriwardena,1438797,,,,,,
AG Steel,20350,Allan Steel,England,Allan Gibson Steel,nan,Right-hand bat,nan
LA Stricker,47251,Louis Stricker,South Africa,Louis Anthony Stricker,nan,Right-hand bat,Right-arm bowler
R Strydom,303341,Reinhardt Strydom,Ireland,Reinhardt Strydom,Batsman,Left-hand bat,Left-arm medium-fast
R Subba Row,20406,Raman Subba Row,England,Raman Subba Row,nan,Left-hand bat,Legbreak googly
Tafseer Ali,581602,Tafseer Ali,Norway,Tafseer Ali,Allrounder,Right-hand bat,Right-arm fast
Talha Jubair,56180,Talha Jubair,Bangladesh,Talha Jubair,nan,Right-hand bat,Right-arm medium
Tareq Aziz,56188,Tareq Aziz,Bangladesh,Mohammad Tareq Aziz Khan,nan,Right-hand bat,Right-arm medium-fast
G Thakur,1387037,,,,,,
GJ Thompson,24616,Greg Thompson,Ireland,Greg James Thompson,Bowler,Right-hand bat,Legbreak
S Thuraisingam,23856,Sanjayan Thuraisingam,Canada,Sanjayan Thuraisingam,nan,Right-hand bat,Right-arm fast-medium
AJ Tudor,21607,Alex Tudor,England,Alex Jeremy Tudor,nan,Right-hand bat,Right-arm fast
B Tuyizere,1151265,Bosco Tuyizere,Rwanda,Bosco Tuyizere,nan,nan,nan
SH Venugopal,1179847,,,,,,
R Vijay Bharadwaj,35673,Vijay Bharadwaj,India,Raghvendrarao Vijay Bharadwaj,nan,Right-hand bat,Right-arm offbreak
M Vivekanandan,1431563,,,,,,
JM Vujnovich,366588,John Vujnovich,Croatia,John M Vujnovich,nan,Right-hand bat,Right-arm medium
R Walker,1463319,,,,,,
WM Wallace,38738,Merv Wallace,New Zealand,Walter Mervyn Wallace,nan,Right-hand bat,Right-arm offbreak
AS Wassan,35939,Atul Wassan,India,Atul Satish Wassan,nan,Right-hand bat,Right-arm fast-medium
AG Wharf,22380,Alex Wharf,England,Alexander George Wharf,nan,Right-hand bat,Right-arm medium-fast
M Whelan,1314049,,,,,,
JM Wiener,8224,Julien Wiener,Australia,Julien Mark Wiener,nan,Right-hand bat,Right-arm offbreak
DGAPD Wiswi,1451257,,,,,,
Adnan Ilyas,26038,Adnan Ilyas,Oman,Adnan Ilyas,nan,Right-hand bat,Right-arm medium
A Ahmadhel,1203910,,,,,,
Ahsan Khan,1284210,,,,,,
PS Airee,446808,Pradeep Airee,Nepal,Pradeep Singh Airee,Wicketkeeper batsman,Right-hand bat,Right-arm medium
Inshan Ali,51103,Inshan Ali,West Indies,Inshan Ali,nan,Left-hand bat,Slow left-arm chinaman
GG Alta,1323435,,,,,,
Ammad Uddin,1172123,Ammad Uddin,Bahrain,Ammad Uddin,nan,Right-hand bat,nan
Anasim Khan,554063,Anasim Khan,Bahrain,Anasim Khan,nan,Right-hand bat,Right-arm fast-medium
J Anderson,44014,John Anderson,Ireland,John Anderson,Batsman,Right-hand bat,Right-arm offbreak
MA Aponso,429748,Amila Aponso,Sri Lanka,Malmeege Amila Aponso,Bowler,Right-hand bat,Slow left-arm orthodox
Ariful Haque,270135,Ariful Haque,Bangladesh,Ariful Haque,Allrounder,Right-hand bat,Right-arm medium-fast
Ashiqullah Said,1101857,Ashiqullah Said,Belgium,Ashiqullah Said,Bowler,Right-hand bat,Right-arm fast
Asim Kamal,39041,Asim Kamal,Pakistan,Mohammad Asim Kamal,nan,Left-hand bat,Right-arm offbreak
R Avery,893381,Richard Avery,Brazil,Richard Avery,nan,Right-hand bat,Right-arm medium
A Bacher,44026,Ali Bacher,South Africa,Aron Bacher,nan,Right-hand bat,Legbreak
KNA Bandara,958691,Ashen Bandara,Sri Lanka,Koralegedera Nadeeja Ashen Bandara,nan,Right-hand bat,Legbreak
A Beresford-Peirse,1497610,,,,,,
M Bhanuka,629075,Minod Bhanuka,Sri Lanka,Minod Bhanuka Ranasinghe,Top-order batsman,Left-hand bat,nan
H Bharadwaj,1404960,,,,,,
Bipin Kumar,1397988,,,,,,
A Bishnoi,1268920,,,,,,
DCC Borden,23756,Delyone Borden,Bermuda,Delyone Charles Clarence Borden,Batsman,Left-hand bat,Right-arm offbreak
P Bosnjak,1382808,,,,,,
HF Boyle,4183,Harry Boyle,Australia,Henry Frederick Boyle,nan,Right-hand bat,nan
FE Carava,1155505,Frederico Carava,Mozambique,Frederico Enoque Carava,nan,nan,nan
K Christie,1063728,Kyle Christie,Hong Kong,Kyle Christie,nan,Right-hand bat,Right-arm medium-fast
WM Clark,4584,Wayne Clark,Australia,Wayne Maxwell Clark,Bowler,Right-hand bat,Right-arm fast-medium
JMM Commaille,44454,Mick Commaille,South Africa,John McIllwaine Moore Commaille,nan,Right-hand bat,nan
JN Crawford,10866,Jack Crawford,England,John Neville Crawford,nan,Right-hand bat,"Right-arm medium, Right-arm offbreak"
S Crowie,1163175,Scott Crowie,St Helena,Scott Crowie,nan,nan,nan
LS Darling,4899,Len Darling,Australia,Leonard Stuart Darling,nan,Left-hand bat,Right-arm medium
M de Lange,393279,Marchant de Lange,South Africa,Marchant de Lange,Bowler,Right-hand bat,Right-arm fast
STRA de Silva,724061,Rashen de Silva,Sri Lanka,Sipkaduwa Thuduwage Rashen Amanda de Silva,nan,Right-hand bat,Legbreak
R Dhakal,1111123,Rijian Dhakal,Nepal,Rijian Dhakal,nan,Right-hand bat,Left-arm medium
KS Duleepsinhji,11951,Duleep,England,Kumar Shri Duleepsinhji,nan,Right-hand bat,Legbreak
I Elec,1198935,,,,,,
ERNS Fernando,48803,Susil Fernando,Sri Lanka,Ellekutige Rufus Nemesion Susil Fernando,nan,Right-hand bat,nan
R Fox,307243,Rudolph Fox,Bahamas,Rudolph Fox,nan,Left-hand bat,Left-arm medium
AP Freeman,12918,Tich Freeman,England,Alfred Percy Freeman,nan,Right-hand bat,Legbreak googly
Gaurav Mishra,1314061,,,,,,
M Gherasim,1236054,,,,,,
S Ghimire,396580,,,,,,
SP Gomes,449295,Sharn Gomes,South Africa,Sharn Patrick Gomes,nan,Left-hand bat,Slow left-arm orthodox
GC Grant,51896,Jackie Grant,West Indies,George Copeland Grant,nan,Right-hand bat,Right-arm fast-medium
L Gregory,362201,Lewis Gregory,England,Lewis Gregory,nan,Right-hand bat,Right-arm fast-medium
Gurdeep Singh,637496,Gurdeep Singh,Kenya,Gurdeep Singh,Opening batsman,Left-hand bat,Legbreak
HF Gurney,244639,Harry Gurney,England,Harry Frederick Gurney,Bowler,Right-hand bat,Left-arm fast-medium
AM Guruge,49013,Manjula Guruge,United Arab Emirates,Asanka Manjula Guruge,Bowler,Right-hand bat,Left-arm fast-medium
JW Guy,37107,John Guy,New Zealand,John William Guy,nan,Left-hand bat,nan
Haseeb Ahsan,40380,Haseeb Ahsan,Pakistan,Haseeb Ahsan,nan,Right-hand bat,Right-arm offbreak
CMH Hathorn,45417,Maitland Hathorn,South Africa,Christopher Maitland Howard Hathorn,nan,Right-hand bat,nan
E Haven,1287095,,,,,,
JT Hearne,14133,Jack Hearne,England,John Thomas Hearne,nan,Right-hand bat,Right-arm medium
KA Hope,443150,Kyle Hope,West Indies,Kyle Antonio Hope,Middle-order batsman,Right-hand bat,Right-arm offbreak
LG Howell,37257,Llorne Howell,New Zealand,Llorne Gregory Howell,nan,Right-hand bat,Right-arm medium
Ibrahim Jabarkhel,1271982,,,,,,
Ismaila Tamba,1143147,Ismaila Tanba,Gambia,Ismaila Tanba,nan,nan,nan
S Iturbe,1193273,,,,,,
AA Jangoo,820681,Amir Jangoo,West Indies,Amir Anthony Jangoo,nan,Left-hand bat,nan
Jassim Khan,1058953,Jassim Khan,Qatar,Jassim Khan,nan,Right-hand bat,Right-arm medium-fast
M Jobarteh,1347284,,,,,,
AO Jones,15534,Arthur Jones,England,Arthur Owen Jones,nan,Right-hand bat,Legbreak
SP Jones,6050,Sammy Jones,Australia,Samuel Percy Jones,nan,Right-hand bat,Right-arm fast-medium
PG Joshi,29721,Nana Joshi,India,Padmanabh Govind Joshi,nan,Right-hand bat,nan
RR Jumadeen,52209,Raphick Jumadeen,West Indies,Raphick Rasif Jumadeen,nan,Right-hand bat,Slow left-arm orthodox
M Kadyan,1275726,,,,,,
A Kalasi,1337309,,,,,,
K Kato-Stafford,1399993,,,,,,
AR Khurasiya,30112,Amay Khurasiya,India,Amay Ramsevak Khurasiya,nan,Left-hand bat,Slow left-arm orthodox
Krishna Chandran,290645,Krishna Chandran,United Arab Emirates,Krishna Chandran,Allrounder,Right-hand bat,Right-arm medium-fast
AN Lascu,1437344,,,,,,
AR Leo,1345194,,,,,,
WH Lockwood,16328,Bill Lockwood,England,William Henry Lockwood,nan,Right-hand bat,Right-arm fast
DAM Louis,1495168,,,,,,
SJE Loxton,6323,Sam Loxton,Australia,Samuel John Everett Loxton,nan,Right-hand bat,Right-arm fast-medium
EL McCormick,6546,Ernie McCormick,Australia,Ernest Leslie McCormick,nan,Left-hand bat,Right-arm fast
TSS Mackintosh,1195674,,,,,,
A Maheshwari,1323451,,,,,,
Maidul Islam,1155254,Sharan Gowda,India,Sharan Gowda,nan,nan,nan
E Malinga,1306214,,,,,,
PS Masvaure,232442,Prince Masvaure,Zimbabwe,Prince Spencer Masvaure,nan,Left-hand bat,Left-arm fast-medium
LF Mavume,1347291,,,,,,
DA Mehta,1155545,Dhrumit Mehta,Tanzania,Dhrumit Atul Mehta,nan,Right-hand bat,Right-arm offbreak
WE Midwinter,6605,Billy Midwinter,Australia,William Evans Midwinter,nan,Right-hand bat,nan
Mohammad Yasin,430012,Mohammad Yasin,Pakistan,Mohammad Yasin,nan,Left-hand bat,nan
D Mohammed,52490,Dave Mohammed,West Indies,Dave Mohammed,nan,Left-hand bat,Slow left-arm chinaman
FJ Mpegna,1286497,,,,,,
Muhammad Haziq Aiman,1495256,,,,,,
J Mulder,1005369,Jacob Mulder,Ireland,Jacob Mulder,Bowler,Right-hand bat,Legbreak
D Murphy,297524,David Murphy,Scotland,David Murphy,Middle-order batsman,Right-hand bat,nan
P Mustard,17185,Phil Mustard,England,Philip Mustard,Wicketkeeper batsman,Left-hand bat,Legbreak
M Mwamadi,1163150,Michael Mwamadi,Malawi,Michael Mwamadi,nan,nan,nan
Y Naing Tun,1116745,Ye Naing Tun,Myanmar,Ye Naing Tun,nan,Right-hand bat,nan
KK Nair,398439,Karun Nair,India,Karun Kaladharan Nair,Top-order batsman,Right-hand bat,Right-arm offbreak
R Nath,1323433,,,,,,
Naved Latif,42066,Naved Latif,Pakistan,Naved Latif,nan,Right-hand bat,Right-arm medium
Naveena Shetty,1511612,,,,,,
W Ngowhuad,1337308,,,,,,
Nilansh Keswani,1241280,,,,,,
Noah Mead,1447215,,,,,,
MMR Obili,515071,Murali Obili,Estonia,Murali MR Obili,nan,Right-hand bat,Right-arm fast
AR Odedara,1457977,,,,,,
G Oliveira,893387,Gabriel Oliveira,Brazil,Gabriel Oliveira,nan,Right-hand bat,Right-arm medium
MA Parker,298197,Matthew Parker,Scotland,Matthew Archibald Parker,Bowler,Left-hand bat,Right-arm medium-fast
MW Parkinson,653695,Matt Parkinson,England,Matthew William Parkinson,nan,Right-hand bat,Legbreak
AK Perera,300629,Angelo Perera,Sri Lanka,Angelo Kanishka Perera,Allrounder,Right-hand bat,Slow left-arm orthodox
RG Petrie,38124,Richard Petrie,New Zealand,Richard George Petrie,nan,Right-hand bat,Right-arm fast-medium
DL Piedt,379926,Dane Piedt,South Africa,Dane Leeroy Piedt,Bowler,Right-hand bat,Right-arm offbreak
NA Quinn,46952,Neville Quinn,South Africa,Neville Anthony Quinn,nan,Left-hand bat,Left-arm medium-fast
GO Rabone,38242,Geoff Rabone,New Zealand,Geoffrey Osborne Rabone,nan,Right-hand bat,"Right-arm offbreak, Legbreak"
CT Radley,19316,Clive Radley,England,Clive Thornton Radley,nan,Right-hand bat,Legbreak
TKP Rajapaksha,1345199,,,,,,
J Ramanandi,1457840,,,,,,
A Razmilic,1497611,,,,,,
CR Richards,1345193,,,,,,
DM Richards,52833,Dale Richards,West Indies,Dale Maurice Richards,Batsman,Right-hand bat,Right-arm medium
DF Whatmore,8210,Dav Whatmore,Australia,Davenell Frederick Whatmore,nan,Right-hand bat,nan
SG Whittingham,627732,Stuart Whittingham,Scotland,Stuart Gordon Whittingham,Bowler,Right-hand bat,Right-arm fast-medium
OR Willis,379539,Omar Willis,Cayman Islands,Omar Rudolph Willis,nan,Right-hand bat,Legbreak
AS Wright,22533,Ashley Wright,England,Ashley Spencer Wright,nan,Right-hand bat,Right-arm medium
J Yadav,447587,Jayant Yadav,India,Jayant Yadav,Bowler,Right-hand bat,Right-arm offbreak
Yahya Suhail,1510112,,,,,,
Yair Nagavkar,1156431,Yair Nagavkar,Israel,Yair Nagavkar,Allrounder,Right-hand bat,Right-arm offbreak
JA Young,23534,Jack Young,England,John Albert Young,nan,Right-hand bat,Slow left-arm orthodox
Zafar Iqbal,43692,Zafar Iqbal,Pakistan,Zafar Iqbal Chaudhry,Allrounder,Right-hand bat,Right-arm fast-medium
Zafer Durmaz,1323437,,,,,,
Zahid Zadran,1380677,,,,,,
Jakir Patel,1440948,,,,,,
Zameer Khan,414806,Zameer Khan,Denmark,Zameer Khan,nan,Right-hand bat,nan
Zeeshan Goraya,1101945,Zeeshan Goraya,Austria,Zeeshan Goraya,nan,nan,nan
Zong Yuechao,1387423,,,,,,
Zulqarnain Haider,43860,Zulqarnain Haider,Pakistan,Zulqarnain Haider,Wicketkeeper batsman,Right-hand bat,nan
Abdollah Ahmadzai,1304665,,,,,,
Abdur Rahman Sudais,335850,Sambhu Pan,India,Sambhu Prasad Pan,nan,nan,nan
Abraash Khan,650561,Abraash Khan,Canada,Muhammad Abraash Khan,nan,Right-hand bat,Right-arm medium
Akash Babu,1326485,,,,,,
Akbar Khan,919525,Akbar Khan,Hong Kong,Akbar Khan,nan,Right-hand bat,Right-arm medium-fast
Ali Sheikh,1193309,,,,,,
L Amar Singh,26228,Amar Singh,India,Ladhabhai Nakum Amar Singh,nan,Right-hand bat,Right-arm fast-medium
A Andrews,1135751,Aidan Andrews,Switzerland,Aidan Andrews,nan,nan,nan
J Angel,3975,Jo Angel,Australia,Jo Angel,nan,Left-hand bat,Right-arm fast
Anser Mehmood,1284224,,,,,,
ML Apte,26269,Madhav Apte,India,Madhavrao Laxmanrao Apte,nan,Right-hand bat,Right-arm bowler
Arif Hosen,1510113,,,,,,
Arif Ullah,1495257,,,,,,
Arshad Hayat,1156479,Arshad Hayat,Czech Republic,Arshad Hayat,nan,Right-hand bat,Right-arm medium
Arsalan Ahmed,1203930,,,,,,
Asif Javed,1512065,,,,,,
Aslam Bera,1514023,,,,,,
Asrar Ahmed,1203923,,,,,,
Assad Borham,1209238,,,,,,
V Ateak,515924,Vincent Ateak,Ghana,Vincent Ateak,nan,nan,nan
R Athapaththu,1392854,,,,,,
Azam Khan,39020,Azam Khan,Pakistan,Mohammad Azam Khan,nan,Right-hand bat,nan
Azhar Hossain,56229,Azhar Hossain,Bangladesh,Azhar Hossain,nan,Right-hand bat,Right-arm offbreak
Azhar Saeed,25533,Azhar Saeed,United Arab Emirates,Syed Azhar Saeed,nan,Left-hand bat,Slow left-arm orthodox
CL Badcock,4076,Jack Badcock,Australia,Clayvel Lindsay Badcock,nan,Right-hand bat,nan
FT Badcock,36283,Ted Badcock,New Zealand,Frederick Theodore Badcock,nan,Right-hand bat,Right-arm fast-medium
ST Banerjee,26853,Subroto Banerjee,India,Subroto Tara Banerjee,nan,Right-hand bat,Right-arm medium-fast
PT Barton,36289,Paul Barton,New Zealand,Paul Thomas Barton,nan,Right-hand bat,nan
R Baruah,1484462,,,,,,
KS Bharat,529436,Srikar Bharat,India,Kona Srikar Bharat,nan,Right-hand bat,nan
MP Biddappa,1082760,Machanda Biddappa,Philippines,Machanda Ponnaiah Biddappa,nan,Right-hand bat,nan
JB Bolus,9142,Brian Bolus,England,John Brian Bolus,nan,Right-hand bat,Left-arm medium
L Bonner,1463241,,,,,,
BJT Bosanquet,9158,Bernard Bosanquet,England,Bernard James Tindal Bosanquet,nan,Right-hand bat,Legbreak googly
CJ Boyce,326625,Cameron Boyce,Australia,Cameron John Boyce,Bowler,Right-hand bat,Legbreak
BP Bracewell,36304,Brendon Bracewell,New Zealand,Brendon Paul Bracewell,nan,Right-hand bat,Right-arm medium
W Brockwell,9233,Bill Brockwell,England,William Brockwell,nan,Right-hand bat,Right-arm fast-medium
G Brown,9259,George Brown,England,George Brown,nan,Left-hand bat,Right-arm medium
RD Brown,55275,Robin Brown,Zimbabwe,Robin David Brown,nan,Right-hand bat,Right-arm medium
RE Bryson,44138,Rudi Bryson,South Africa,Rudi Edwin Bryson,nan,Right-hand bat,Right-arm fast-medium
P Buccimazza,520282,Paolo Buccimazza,Portugal,Paolo Buccimazza,nan,Right-hand bat,nan
CG Butts,51241,Clyde Butts,West Indies,Clyde Godfrey Butts,nan,Right-hand bat,Right-arm offbreak
O Casasola,1463237,,,,,,
RD Chahar,1064812,Rahul Chahar,India,Rahul Desraj Chahar,Bowler,Right-hand bat,Legbreak googly
VB Chandrasekhar,27592,V.B.Chandrasekhar,India,Vakkadai Biksheswaran Chandrasekhar,nan,Right-hand bat,nan
LJ Coldwell,10763,Len Coldwell,England,Leonard John Coldwell,nan,Right-hand bat,Right-arm fast-medium
SJ Cook,44465,Jimmy Cook,South Africa,Stephen James Cook,nan,Right-hand bat,Right-arm offbreak
MNR Cooray,48375,Nilantha Cooray,Maldives,Muthuthantrige Nilantha Rohana Cooray,nan,Right-hand bat,Legbreak
JF Crapp,10864,Jack Crapp,England,John Frederick Crapp,nan,Left-hand bat,nan
R Cunningham,1274034,,,,,,
SH Curnow,44491,Syd Curnow,South Africa,Sydney Harry Curnow,nan,Right-hand bat,nan
RKJ Dawson,11848,Richard Dawson,England,Richard Kevin James Dawson,nan,Right-hand bat,Right-arm offbreak
AM de Silva,48450,Ashley de Silva,Sri Lanka,Ashley Matthew de Silva,nan,Right-hand bat,nan
S di Bartolomeo,596404,Stefano di Bartolomeo,South Africa,Stefano di Bartolomeo,nan,Right-hand bat,Right-arm medium
Dolar Mahmud,56209,Dolar Mahmud,Bangladesh,Dolar Mahmud,Allrounder,Right-hand bat,Right-arm fast-medium
MP Donnelly,36832,Martin Donnelly,New Zealand,Martin Paterson Donnelly,nan,Left-hand bat,Slow left-arm orthodox
TJ Draca,1437343,,,,,,
S Duggan,1403059,,,,,,
G Dutta,1182000,,,,,,
Ehsanul Haque,55880,Ehsanul Haque,Bangladesh,Ehsanul Haque,nan,Right-hand bat,Right-arm offbreak
T Emmett,12518,Tom Emmett,England,Thomas Emmett,nan,Left-hand bat,Left-arm fast (roundarm)
M Faheem,492704,Mahsid Faheem,Thailand,Mahsid Faheem,nan,nan,nan
Faisal Hossain,55889,Faisal Hossain,Bangladesh,Faisal Hossain,nan,Left-hand bat,Slow left-arm orthodox
Faraaz Mehti Abbas,1438863,,,,,,
Faruk Ahmed,55885,Faruque Ahmed,Bangladesh,Faruque Ahmed,nan,Right-hand bat,Right-arm offbreak
Fazl-e-Akbar,40094,Fazl-e-Akbar,Pakistan,Fazl-e-Akbar Durrani,nan,Right-hand bat,Right-arm fast-medium
CR Foggo,23700,Chris Foggo,Bermuda,Christopher Ray Foggo,Batsman,Right-hand bat,nan
MJ Fourie,245288,Thinus Fourie,Ireland,Marthinus Jacobus Fourie,Bowler,Right-hand bat,Right-arm medium-fast
ERH Fuller,45080,Eddie Fuller,South Africa,Edward Russell Henry Fuller,nan,Right-hand bat,Right-arm fast-medium
GM Fullerton,45078,George Fullerton,South Africa,George Murray Fullerton,nan,Right-hand bat,Right-arm medium
DJ Gandhi,28770,Devang Gandhi,India,Devang Jayant Gandhi,nan,Right-hand bat,Right-arm medium
Gazi Ashraf,55896,Gazi Ashraf,Bangladesh,Gazi Ashraf Hossain,nan,Right-hand bat,Right-arm offbreak
K Gilham,1204137,,,,,,
MK Gnanasekaram,1380123,,,,,,
RS Grant,51897,Rolph Grant,West Indies,Rolph Stewart Grant,nan,Right-hand bat,Right-arm offbreak
